Rank,Title,Genre,Description,Director,Actors,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore
916,Goksung,Drama,A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.,Hong-jin Na,Jun Kunimura,2016,156,7.5,17962,0.79,81
917,The Expendables 2,Action,Mr. Church reunites the Expendables for what should be an easy paycheck but when one of their men is murdered on the job their quest for revenge puts them deep in enemy territory and up against an unexpected threat.,Simon West,Sylvester Stallone,2012,103,6.6,257395,85.02,51
918,The Girl Next Door,Crime,Based on the Jack Ketchum novel of the same name The Girl Next Door follows the unspeakable torture and abuses committed on a teenage girl in the care of her aunt...and the boys who witness and fail to report the crime.,Gregory Wilson,William Atherton,2007,91,6.7,19351,0.5,29
919,Perfume: The Story of a Murderer,Crime,Jean-Baptiste Grenouille born with a superior olfactory sense creates the world's finest perfume. His work however takes a dark turn as he searches for the ultimate scent.,Tom Tykwer,Ben Whishaw,2006,147,7.5,199387,2.21,56
920,The Golden Compass,Adventure,In a parallel universe young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.,Chris Weitz,Nicole Kidman,2007,113,6.1,155078,70.08,51
921,Centurion,Action,A splinter group of Roman soldiers fight for their lives behind enemy lines after their legion is decimated in a devastating guerrilla attack.,Neil Marshall,Michael Fassbender,2010,97,6.4,67801,0.12,62
922,Scouts Guide to the Zombie Apocalypse,Action,Three scouts on the eve of their last camp-out discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.,Christopher Landon,Tye Sheridan,2015,93,6.3,31651,3.64,32
923,17 Again,Comedy,Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.,Burr Steers,Zac Efron,2009,102,6.4,152808,64.15,48
924,No Escape,Action,In their new overseas home an American family soon finds themselves caught in the middle of a coup and they frantically look for a safe escape from an environment where foreigners are being immediately executed.,John Erick Dowdle,Lake Bell,2015,103,6.8,57921,27.29,38
925,Superman Returns,Action,Superman reappears after a long absence but is challenged by an old foe who uses Kryptonian technology for world domination.,Bryan Singer,Brandon Routh,2006,154,6.1,246797,200.07,72
926,The Twilight Saga: Breaking Dawn - Part 1,Adventure,The Quileutes close in on expecting parents Edward and Bella whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.,Bill Condon,Kristen Stewart,2011,117,4.9,190244,281.28,45
927,Precious,Drama,In New York City's Harlem circa 1987,Lee Daniels,Gabourey Sidibe,2009,110,7.3,91623,47.54,79
928,The Sea of Trees,Drama,A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.,Gus Van Sant,Matthew McConaughey,2015,110,5.9,7475,0.02,23
929,Good Kids,Comedy,Four high school students look to redefine themselves after graduation.,Chris McCoy,Zoey Deutch,2016,86,6.1,3843,0.5,86
930,The Master,Drama,A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader.,Paul Thomas Anderson,Philip Seymour Hoffman,2012,144,7.1,112902,16.38,
931,Footloose,Comedy,City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned and his rebellious spirit shakes up the populace.,Craig Brewer,Kenny Wormald,2011,113,5.9,39380,51.78,58
932,If I Stay,Drama,Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if she can go on.,R.J. Cutler,Chloë Grace Moretz,2014,107,6.8,92170,50.46,46
933,The Ticket,Drama,A blind man who regains his vision finds himself becoming metaphorically blinded by his obsession for the superficial.,Ido Fluk,Dan Stevens,2016,97,5.4,924,0.5,52
934,Detour,Thriller,A young law student blindly enters into a pact with a man who offers to kill his stepfather,Christopher Smith,Tye Sheridan,2016,97,6.3,2205,0.5,46
935,The Love Witch,Comedy,A modern-day witch uses spells and magic to get men to fall in love with her.,Anna Biller,Samantha Robinson,2016,120,6.2,4669,0.22,82
936,Talladega Nights: The Ballad of Ricky Bobby,Action,#1 NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate Cal Naughton Jr. But when a French Formula One driver makes his way up the ladder Ricky Bobby's talent and devotion are put to the test.,Adam McKay,Will Ferrell,2006,108,6.6,137502,148.21,66
937,The Human Centipede (First Sequence),Horror,A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede,Tom Six,Dieter Laser,2009,92,4.4,60655,0.18,33
938,Super,Comedy,After his wife falls under the influence of a drug dealer an everyday guy transforms himself into Crimson Bolt a superhero with the best intentions but lacking in heroic skills.,James Gunn,Rainn Wilson,2010,96,6.8,64535,0.32,50
939,The Siege of Jadotville,Action,Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.,Richie Smyth,Jamie Dornan,2016,108,7.3,14689,0.5,83
940,Up in the Air,Drama,Ryan Bingham enjoys living out of a suitcase for his job traveling around the country firing people but finds that lifestyle threatened by the presence of a potential love interest and a new hire.,Jason Reitman,George Clooney,2009,109,7.4,279694,83.81,
941,The Midnight Meat Train,Horror,A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters ultimately butchering them in the most gruesome ways imaginable.,Ryûhei Kitamura,Vinnie Jones,2008,98,6.1,50255,0.07,58
942,The Twilight Saga: Eclipse,Adventure,As a string of mysterious killings grips Seattle Bella whose high school graduation is fast approaching is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.,David Slade,Kristen Stewart,2010,124,4.9,192740,300.52,58
943,Transpecos,Thriller,For three Border Patrol agents working a remote desert checkpoint,Greg Kwedar,Johnny Simmons,2016,86,5.8,1292,0.5,73
944,What's Your Number?,Comedy,A woman looks back at the past nineteen men she's had relationships with in her life and wonders if one of them might be her one true love.,Mark Mylod,Anna Faris,2011,106,6.1,62095,13.99,35
945,Riddick,Action,Left for dead on a sun-scorched planet Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary the other captained by a man from Riddick's past.,David Twohy,Vin Diesel,2013,119,6.4,132098,42,49
946,Triangle,Fantasy,The story revolves around the passengers of a yachting trip in the Atlantic Ocean who when struck by mysterious weather conditions jump to another ship only to experience greater havoc on the open seas.,Christopher Smith,Melissa George,2009,99,6.9,72533,0.5,66
947,The Butler,Biography,As Cecil Gaines serves eight presidents during his tenure as a butler at the White House the civil rights movement Vietnam and other major events affect this man's life family and American society.,Lee Daniels,Forest Whitaker,2013,132,7.2,93322,116.63,
948,King Cobra,Crime,This ripped-from-the-headlines drama covers the early rise of gay porn headliner Sean Paul Lockhart a.k.a. Brent Corrigan before his falling out with the producer who made him famous. When... See full summary »,Justin Kelly,Garrett Clayton,2016,91,5.6,3990,0.03,48
949,After Earth,Action,A crash landing leaves Kitai Raige and his father Cypher stranded on Earth a millennium after events forced humanity's escape. With Cypher injured Kitai must embark on a perilous journey to signal for help.,M. Night Shyamalan,Jaden Smith,2013,100,4.9,166512,60.52,33
950,Kicks,Adventure,Brandon is a 15 year old whose dream is a pair of fresh Air Jordans. Soon after he gets his hands on them,Justin Tipping,Jahking Guillory,2016,80,6.1,2417,0.15,69
951,Me and Earl and the Dying Girl,Comedy,High schooler Greg who spends most of his time making parodies of classic movies with his co-worker Earl finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.,Alfonso Gomez-Rejon,Thomas Mann,2015,105,7.8,92076,6.74,74
952,The Descendants,Comedy,A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,Alexander Payne,George Clooney,2011,115,7.3,211348,82.62,84
953,Sex and the City 2,Comedy,While wrestling with the pressures of life love and work in Manhattan Carrie Miranda and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates) where Samantha's ex is filming a new movie.,Michael Patrick King,Sarah Jessica Parker,2010,146,4.3,62403,95.33,27
954,The Kings of Summer,Adventure,Three teenage friends in the ultimate act of independence decide to spend their summer building a house in the woods and living off the land.,Jordan Vogt-Roberts,Nick Robinson,2013,95,7.2,65653,1.29,61
955,Death Race,Action,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,Paul W.S. Anderson,Jason Statham,2008,105,6.4,173731,36.06,43
956,That Awkward Moment,Comedy,"Three best friends find themselves where we've all been - at that confusing moment in every dating relationship when you have to decide ""So...where is this going?""",Tom Gormican,Zac Efron,2014,94,6.2,81823,26.05,36
957,Legion,Action,When a group of strangers at a dusty roadside diner come under attack by demonic forces their only chance for survival lies with an archangel named Michael who informs a pregnant waitress that her unborn child is humanity's last hope.,Scott Stewart,Paul Bettany,2010,100,5.2,84158,40.17,32
958,End of Watch,Crime,Shot documentary-style this film follows the daily grind of two young police officers in LA who are partners and friends and what happens when they meet criminal forces greater than themselves.,David Ayer,Jake Gyllenhaal,2012,109,7.7,192190,40.98,68
959,3 Days to Kill,Action,A dying CIA agent trying to reconnect with his estranged daughter is offered an experimental drug that could save his life in exchange for one last assignment.,McG,Kevin Costner,2014,117,6.2,73567,30.69,40
960,Lucky Number Slevin,Crime,A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses: The Rabbi and The Boss. Slevin is under constant surveillance by relentless Detective Brikowski as well as the infamous assassin Goodkat and finds himself having to hatch his own ingenious plot to get them before they get him.,Paul McGuigan,Josh Hartnett,2006,110,7.8,271940,22.49,53
961,Trance,Crime,An art auctioneer who has become mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.,Danny Boyle,James McAvoy,2013,101,7,97141,2.32,61
962,Into the Forest,Drama,After a massive power outage two sisters learn to survive on their own in their isolated woodland home.,Patricia Rozema,Ellen Page,2015,101,5.9,10220,0.01,59
963,The Other Boleyn Girl,Biography,Two sisters contend for the affection of King Henry VIII.,Justin Chadwick,Natalie Portman,2008,115,6.7,88260,26.81,50
964,I Spit on Your Grave,Crime,A writer who is brutalized during her cabin retreat seeks revenge on her attackers who left her for dead.,Steven R. Monroe,Sarah Butler,2010,108,6.3,60133,0.09,27
